index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
840,14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,3125698387,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"820 S DAMEN STREET
CHICAGO, IL
(41.870597, -87.676429)"
841,01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"700 SOUTH 19TH STREET
BIRMINGHAM, AL
(33.504722, -86.800922)"
842,14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1900 E. MAIN
DANVILLE, IL
(40.131808, -87.59243)"
843,51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"510 BUTLER AVE.
MARTINSBURG, WV
(39.415029, -77.914014)"
844,31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,9736761000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"385 TREMONT AVENUE
EAST ORANGE, NJ
(40.753827, -74.234193)"
845,10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"13000 BRUCE B DOWNS BLVD.
TAMPA, FL
(28.064695, -82.426154)"
846,10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"7305 N. MILITARY TRAIL
WEST PALM BEACH, FL
(26.784077, -80.107329)"
847,39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1700 SOUTH LINCOLN AVENUE
LEBANON, PA
(40.314267, -76.408065)"
848,23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,78,282,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"5500 ARMSTRONG RD.
BATTLE CREEK, MI
(42.340162, -85.297885)"
849,15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1700 E. 38TH STREET
MARION, IN
(40.523747, -85.637229)"
850,34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,134,350,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"508 FULTON STREET
DURHAM, NC
(36.009188, -78.937226)"
851,36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4100 WEST THIRD STREET
DAYTON, OH
(39.749383, -84.253134)"
852,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,350,215,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"113 HOLLAND AVENUE
ALBANY, NY
(42.651508, -73.776343)"
853,33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"76 VETERANS AVE.
BATH, NY
(42.34328, -77.344933)"
854,51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1540 SPRING VALLEY ROAD
HUNTINGTON, WV
(38.384145, -82.517504)"
855,51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,3042630811,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"510 BUTLER AVE.
MARTINSBURG, WV
(39.415029, -77.914014)"
856,39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1400 BLACK HORSE HILL ROAD
COATESVILLE, PA
(39.999488, -75.799094)"
857,36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,9372686511,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"4100 WEST THIRD STREET
DAYTON, OH
(39.749383, -84.253134)"
858,10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,74,604,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"13000 BRUCE B DOWNS BLVD.
TAMPA, FL
(28.064695, -82.426154)"
859,39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,5708243521,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1111 EAST END BOULEVARD
WILKES-BARRE, PA
(41.248299, -75.83691)"
860,34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,90,308,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"1601 BRENNER AVENUE
SALISBURY, NC
(35.683593, -80.486145)"
861,49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"100 EMANCIPATION DRIVE
HAMPTON, VA
(37.018442, -76.330855)"
862,49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CI,8046755000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1201 BROAD ROCK BOULEVARD
RICHMOND, VA
(37.498719, -77.470208)"
863,23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"325 EAST H STREET
IRON MOUNTAIN, MI
(45.811478, -88.061578)"
864,33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3495 BAILEY AVENUE
BUFFALO, NY
(42.951136, -78.81373)"
865,33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,5,1 - The number of cases/patients is too few to report.,4/1/2016,3/31/2017,"3495 BAILEY AVENUE
BUFFALO, NY
(42.951136, -78.81373)"
866,34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,8282987911,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1100 TUNNEL ROAD
ASHEVILLE, NC
(35.587106, -82.485056)"
867,36001F,CLEVELAND-WADE PARK VA MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,44106,CUYAHOGA,2167913800,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,89,581,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"10701 EAST BLVD
CLEVELAND, OH
(41.51251, -81.613526)"
868,49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CIT,7577229961,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"100 EMANCIPATION DRIVE
HAMPTON, VA
(37.018442, -76.330855)"
869,51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,3044290241,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1540 SPRING VALLEY ROAD
HUNTINGTON, WV
(38.384145, -82.517504)"
870,36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,97,561,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"3200 VINE STREET
CINCINNATI, OH
(39.137762, -84.509485)"
871,33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"113 HOLLAND AVENUE
ALBANY, NY
(42.651508, -73.776343)"
872,20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,2076238411,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1 VA CENTER
AUGUSTA, ME
(44.280377, -69.703621)"
873,40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 CALLE CASIA
SAN JUAN, PR
(18.391963, -66.080443)"
874,18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,3,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"800 ZORN AVENUE
LOUISVILLE, KY
(38.270722, -85.694074)"
875,36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,5138613100,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3200 VINE STREET
CINCINNATI, OH
(39.137762, -84.509485)"
876,34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,9192860411,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"508 FULTON STREET
DURHAM, NC
(36.009188, -78.937226)"
877,51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,276,552,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"200 VETERANS AVENUE
BECKLEY, WV
(37.766084, -81.192024)"
878,40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,336,453,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"10 CALLE CASIA
SAN JUAN, PR
(18.391963, -66.080443)"
879,23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5500 ARMSTRONG RD.
BATTLE CREEK, MI
(42.340162, -85.297885)"
880,23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,7347697100,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2215 FULLER ROAD
ANN ARBOR, MI
(42.287103, -83.712175)"
881,23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5500 ARMSTRONG RD.
BATTLE CREEK, MI
(42.340162, -85.297885)"
882,33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"79 MIDDLEVILLE ROAD
NORTHPORT, NY
(40.899003, -73.306124)"
883,40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,8004498729,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"10 CALLE CASIA
SAN JUAN, PR
(18.391963, -66.080443)"
884,39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,6103847711,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,76,291,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"1400 BLACK HORSE HILL ROAD
COATESVILLE, PA
(39.999488, -75.799094)"
885,18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,199,593,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1101 VETERANS DRIVE
LEXINGTON, KY
(38.029351, -84.506092)"
886,01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3701 LOOP ROAD, EAST
TUSCALOOSA, AL
(33.192627, -87.489306)"
887,42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"109 BEE STREET
CHARLESTON, SC
(32.785313, -79.953355)"
888,18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1101 VETERANS DRIVE
LEXINGTON, KY
(38.029351, -84.506092)"
889,41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,4014573042,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"830 CHALKSTONE AVENUE
PROVIDENCE, RI
(41.833915, -71.434938)"
890,14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,90,265,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"1900 E. MAIN
DANVILLE, IL
(40.131808, -87.59243)"
891,22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,7812757500,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"200 SPRINGS ROAD
BEDFORD, MA
(42.504867, -71.272985)"
892,11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1670 CLAIRMONT ROAD
DECATUR, GA
(33.802903, -84.310504)"
893,33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,7,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"423 EAST 23RD STREET
NEW YORK, NY
(40.736288, -73.977119)"
894,22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"421 N MAIN ST
LEEDS, MA
(42.348903, -72.689068)"
895,33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,86,216,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"76 VETERANS AVE.
BATH, NY
(42.34328, -77.344933)"
896,51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,3042552121,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,85,279,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"200 VETERANS AVENUE
BECKLEY, WV
(37.766084, -81.192024)"
897,14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,2,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"3001 GREENBAY ROAD
NORTH CHICAGO, IL
(42.308183, -87.862407)"
898,39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1700 SOUTH LINCOLN AVENUE
LEBANON, PA
(40.314267, -76.408065)"
899,18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,8592334511,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,318,593,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1101 VETERANS DRIVE
LEXINGTON, KY
(38.029351, -84.506092)"
900,39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"2907 PLEASANT VALLEY BOULEVARD
ALTOONA, PA
(40.488667, -78.398533)"
901,52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 EAST VETERANS STREET
TOMAH, WI
(44.001108, -90.49392)"
902,01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"3701 LOOP ROAD, EAST
TUSCALOOSA, AL
(33.192627, -87.489306)"
903,22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,4135844040,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"421 N MAIN ST
LEEDS, MA
(42.348903, -72.689068)"
904,49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1970 ROANOKE BOULEVARD
SALEM, VA
(37.276804, -80.021604)"
905,10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"7305 N. MILITARY TRAIL
WEST PALM BEACH, FL
(26.784077, -80.107329)"
906,52004F,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,MADISON,WI,53705,DANE,6082561901,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,96,483,2 - Data submitted were based on a sample of cases/patients.,10/1/2016,3/31/2017,"2500 OVERLOOK TERRACE
MADISON, WI
(43.074477, -89.433629)"
907,10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUG,8139722000,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,7,1 - The number of cases/patients is too few to report. 3 - Results are based on a shorter time period than required.,4/1/2016,3/31/2017,"13000 BRUCE B DOWNS BLVD.
TAMPA, FL
(28.064695, -82.426154)"
908,39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"1700 SOUTH LINCOLN AVENUE
LEBANON, PA
(40.314267, -76.408065)"
909,10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,3523761611,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,174,791,2 - Data submitted were based on a sample of cases/patients.,4/1/2016,3/31/2017,"1601 S W ARCHER ROAD
GAINESVILLE, FL
(29.638214, -82.345877)"
910,39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"135 EAST 38TH STREET
ERIE, PA
(42.102954, -80.064715)"
911,52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,6083723971,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"500 EAST VETERANS STREET
TOMAH, WI
(44.001108, -90.49392)"
912,23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,2699665600,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"5500 ARMSTRONG RD.
BATTLE CREEK, MI
(42.340162, -85.297885)"
913,23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,4/1/2016,3/31/2017,"325 EAST H STREET
IRON MOUNTAIN, MI
(45.811478, -88.061578)"
